Name,Country,Email
Tsohang Youth Project,South Africa,  
TT Ranganathan Clinical Research Foundation,India,  
Tulu Sangha Mumbai,India,  
Tunisian Women Union,Tunisia,  
Turan Foundation,Kazakhstan,  
Turkish Green Crescent Society,Turkey,  
Turkish Society of Forensic Scientists,Turkey,  
Turkmen Altyn Asyr (TAA),Turkmenistan,  
Turning Point,United Kingdom,  
Turning Point Alcohol & Drug Centre,Australia,  
Turning Point Foundation,,  
U-LAW,Myanmar (use new code MYA),  
U4 Anti-Corruption Resource Centre (U4),Norway,  
Udruga Most,Croatia,  
Uganda Broadcasters Forum (UBROF),Uganda,  
Uganda Christian Counselors Association (UCCA),Uganda,  
Uganda Debt Network (UDN),Uganda,  
Uganda Management Assistance Programme (UMAP),Uganda,  
Uganda Road Sector Support Initiative (URSSI),Uganda,  
Uganda Youth Development Link (UYDEL),Uganda,  
Uganda Youth Sports Association (UYSA),Uganda,  
Ukrainian Association of Fight against Narcotic Drugs and Narcobus.,Ukraine,  
Ukrainian World Congress Task Force to Stop Human Trafficking,Canada,congress@look.ca
Ulukman Daryger Association,Kyrgyzstan,  
Umid Inter-Regional Rehabilitation Center,Uzbekistan,  
UMIT Association,Kazakhstan,  
UNANIMA International,United States of America,  
UNCAC Coalition (of civil society),Germany,  
Undugu Society,Kenya,  
UNESCO Centre for Non-Formal Education (UCNEV),Viet Nam,  
UNICORN Global Unions Anti-Corruption Network (UNICORN),United Kingdom,  
Unified Initiative for a Drug-Free Nigeria (UIFDFN),Nigeria,  
Unified Networks of Drug Users Nationally,Canada,  
Union contre la Co-infection VIH/Hepatites/Tubercolose (UNICO),Côte d'Ivoire,  
Union de Asociaciones y Entidades de Atencion al Drogodependiente (UNAD),Spain,  
Union des Associations de Moroni (UAM),Comoros,  
Union des Organisations Non Gouvernementales du TOGO (UONGTO),Togo,  
Union for International Cancer Control (UICC),Switzerland,  
Union Internationale des Avocats / International Union of Lawyers (UIA),France,  
Union of Arab Jurists,Iraq,  
Union of Drug-Free Youth-International,Norway,  
Union of Palestinian Medical Relief Committees (UPMRC),Palestine,  
Union of Small Business Entrepreneurs of Russia (OPORA),Russian Federation,  
"Union of Victims of Conflict in Abkhazia ""Tanadgoma""",Georgia,  
United Methodist Committee on Relief (UMCOR),United States of America,  
United Nations Association of Zambia,Zambia,  
United Nations of Youth - Nigeria (UNOY),Nigeria,  
United Nations Students And Youth Association,Ghana,  
United Nations Youth Organization of Romania,Romania,  
United Orphanage School,Uganda,  
United States Conference of Catholic Bishops (USCCB),United States of America,  
Unity in Diversity Foundation (UDF),Tanzania (United Republic of),  
Unity Union,Kyrgyzstan,  
Universal Career Discovery and Development Initiative (UCDDI),Nigeria,  
Universal Human Rights Association,India,  
University of Florida - Division of Addiction Medicine,United States of America,  
University of Konstanz (Universitat Konstanz),Germany,  
Urgent Action Fund,United States of America,jane.kiragu@satimaconsult.co.ke
Usaha Pengembangan Kesejahteraan Masyarakat Terpadu (UPKMT),Indonesia,  
Usindiso Ministries,South Africa,  
Ustanova Renufoundation,Slovenia,  
Uttomasha Samaj Kallyan Sangstha (USKS),Bangladesh,  
Uzbek Association of Reproductive Health (UARH),Uzbekistan,  
Vancouver Area Network of Drug Users (VANDU),Canada,  
Varnava,Ukraine,  
VATRA (The Hearth) Psychological-Social Center,Albania,  
Veliky Novgorod Fund - The Future without Drugs,Russian Federation,  
Verein für Sozialtherapeutische,Switzerland,  
Verein Wiener Sozialprojekte (VWS),Austria,  
Vereniging Voor Alcohol - en andere Drugproblemen (VAD),Belgium,  
Veterans for Compassion,,  
Veza,Serbia,  
Victim Support Europe (VSE),Belgium,  
Victim Support Slovakia,Slovakia,  
Victimology Society of Serbia (VDS),Serbia,  
"Victims Information, Sensitisation, Welfares & Assistance Society (VISWAS)",India,  
Victorious Youths Movement (VICYOMO),Cameroon,  
Victory and Rose Associates,Nigeria,  
Victory Outreach - Suriname,Suriname,  
Victory Outreach Liberia Rehabilitation Home,Liberia,  
Vida Plena: Asociación para el tratamiento alternativo de la drogodependencia,Spain,  
Vidyaranya Education and Development Society (VEDS),India,  
Vienna Institute for Dialogue and Cooperation,Austria,  
Vienna Institute for International Dialogue and Cooperation (VIDC),Austria,  
Vienna NGO Committee on Drugs (VNGOC),Switzerland,  
Vietnam Red Cross Society,Viet Nam,  
"Vietnam Women's Union, Drug Control Programme (VWU)",Viet Nam,  
Vietnamese Community Mobilization Centre for HIV/AIDS (VICOMC),Viet Nam,  
Viktorija,Bosnia and Herzegovina,  
Villa Renata Therapeutic Community,Italy,  
Village Focus International,Lao Peop. Dem. Rep.,  
Vilnius Pension for Women and Children,Lithuania,  
Vine Mission Network,Trinidad and Tobago,  
Virginians against Drug Violence,United States of America,  
"Visayan Forum Foundation, Inc.",Philippines,  
Vishal Lok Sewa Sammitti,India,  
Vision Welfare Youth Group (VWYG),Kenya,  
Vital Voices Global Partnership (VVG),United States of America,  
Vite-n-Hope,Pakistan,  
Viva Rio,Brazil,  
Vivat International,United States of America,geneva@vivatinternational.org
Vivekananda Education Society,India,  
Voice Against Violence (VAV),Liberia,  
Voice of Change International (VOCI),Ghana,  
Voice of Community Organization (VCO),Rwanda,  
Volkshilfe Wien (SOPHIE),Austria,  
Voluntary Health Association of Tripura (VHAT),India,vhai@vsnl.com
Voluntary Organization for the Needy (VON),Bangladesh,  
Voluntary Social Workers Association (VSWA),Myanmar,  
Volunteers for Sustainable Development (VSD),Nigeria,  
Volunteers of Medicine Center,Uzbekistan,  
Volver a Vivir Therapeutic Community,Peru,  
Waito Foundation,Switzerland,  
Wajir District Human Rights Watch,Kenya,  
Walden House Inc.,United States of America,  
"War against Poverty, Illiteracy and Diseases (WAPID)",Bangladesh,  
WARIS FOUNDATION,Pakistan,  
Water Governance Institute (WGI),Uganda,  
Wave,Austria,  
Way,Egypt,  
We Help Ourselves Therapeutic Community,Australia,  
Welfare and Development Organization (WDO),Pakistan,  
Wellbeing Foundation,India,  
West Africa Centre for Peace Foundation,Ghana,  
Western Cape Anti-Crime Forum (WCACF),South Africa,  
Wholistic Caring and Counselling Centre,Kenya,  
Winrock International,United States of America,winrockindia@winrockindia.org
Wired In,United Kingdom,  
Witness,United States of America,  
Women Action Initiative (WAI),Nigeria,  
Women Against AIDS,Kazakhstan,  
Women against Violence (WAV),United States of America,  
Women and Children of Aral Social Support Center,Uzbekistan,  
Women and Children Support Initiative,Nigeria,  
Women Cares Association For Vulnerable Persons (WOCAVP),Zambia,wocavp@gmail.com
Women Democratic Forum,Iraq,  
Women Fighting AIDS in Kenya (WOFAK),Kenya,  
Women International Democratic Federation (WIDF),Brazil,  
Women Justice Program (WJP),Nigeria,  
Women Platform In Action (PMA),Angola,  
Women Protection Organization (WOPO),Nigeria,  
Women Skill Creation Center (WOSCC),,  
Women Trafficking and Children Labour Eradication Foundation (WOTCLEF),Nigeria,  
Women United for Economic Empowerment (WUEE),Nigeria,  
"Women Watch Afrika, Inc.",United States of America,  
Women without Borders,Austria,  
Women's Aid Organisation - Action to Stop Child Exploitation (WAO - Afrique),Togo,  
Women's Concern Group,Myanmar (use new code MYA),  
Women's Consortium of Nigeria (WOCON),Nigeria,  
Women's Federation for World Peace International (WFWPI),United States of America,  
Women's Forum for Peace in Sri Lanka,Sri Lanka,  
"Women's Information- Coordination Center, Dnipropetrovsk, Ukraine",Ukraine,  
Women's International League for Peace and Freedom (WILPF),Switzerland,wilpfun@wilpfuno.org
Women's Issues Information Center (WIIC),Lithuania,  
Women's Movement of Russia,Russian Federation,  
Women's Organisations Committee on Alcohol and Drug Issues (WOCAD),Sweden,  
Women's Organisations Committee on Alcohol and Drug Issues (KSAN/WOCAD),Sweden,  
Women's Rehabilitation Center (WOREC),Nepal,  
Women's Right to Education Programme (WREP),Nigeria,  
Women's Rights Association (NANE),Hungary,  
Women's Rights Center,Armenia,  
Women's Room,Croatia,  
Women's Shelter,Iceland,  
"Women's Social Organization ""GLORIA""",Armenia,  
Women’s Club PEONI (PEONI),Georgia,  
Women’s Information Center (WIC),Georgia,  
Women’s Initiative for Self-Actualization (WISA),Nigeria,  
Women’s UN Report Network (WUNRN),United States of America,info@wunrn.com
World Alliance for Youth Empowerment (WAYE),India,  
World Alliance of Reformed Churches,Switzerland,  
World Animal Protection,United Kingdom,  
World Assembly of Muslim Youth (WAMY),Saudi Arabia,  
World Assembly of Youth (WAY),Malaysia,  
World Association for Orphans (WAO),Togo,  
World Association of Girl Guides and Girl Scouts (WAGGGS),United Kingdom,  
World Association of Societies of Pathology and Laboratory Medicine (WASPaLM),United States of America,  
World Concern,Thailand,  
World Confederation of Labour,Belgium,  
World Council of Arameans (Syriacs) (WCA),Sweden,  
World Council of Churches Armenia Inter-Church Round Table Foundation (ART),Armenia,  
World Council of Independant Christian Churches (WCICC),United States of America,  
World Economic Forum,Switzerland,ggc@weforum.org
World Federation Against Drugs (WFAD),Sweden,admin@drugfree.org.au
World Federation for Mental Health,United States of America,  
World Federation for the Treatment of Opioid Dependence (WFTOD),United States of America,  
World Federation of Therapeutic Communites (WFTC),United States of America,  
World Federation of United Nations Association (WFUNA),Switzerland,ifuna@mail.com
World Forum on the Future of Sport Shooting Activities (WFSA),Italy,  
World in Need (WIN) Foundation,Thailand,  
World Jurist Association (WJA),United States of America,  
World Justice Project (WJP),United States of America,  
World Muslim Congress - Motamar Al Alam Al Islami,Pakistan,  
World Organization of the Scout Movement,Switzerland,  
World Policy Institute,United States of America,  
World Psychiatric Association,,  
"World Public Forum ""Dialogue of Civilizations''",Austria,info@wpfdc.org
World Resources Institute (WRI),United States of America,  
World Society of Victimology (WSV),Australia,  
World Vision Foundation of Thailand (WVFT),Thailand,  
World Vision International,United States of America,sve_woollard@worldvision.ca
World Voices Sierra Leone (WVSL),Sierra Leone,  
World Wide Fund for Nature International (WWF),Switzerland,  
World Young Women's Christian Association (YWCA),Switzerland,  
World Youth Foundation (WYF),Malaysia,  
Worldview - Sri Lanka,Sri Lanka,  
Würzburger Informationszentrale Rauschgift und Drogen e.V. (WIRD),Germany,  
Xchange Point,United States of America,  
Yakutia - Our Opinion,Russian Federation,  
Yari International (YARI),United States of America,dr.lohan@yahoo.com
Yayasan Cinta Anak Bangsa (YCAB),Indonesia,  
Yayasan Harapan Permata Hati Kita (YAKITA),Indonesia,  
Yayasan Hati Hati,Indonesia,  
Yayasan Karya Insani Bersama,Indonesia,  
Yayasan Lukman Sucipto - RHP Bethesda,Indonesia,  
Yayasan Peduli Sesama (Peer Care Foundation),Indonesia,  
Yayasan Pelita Ilmu - Scientific Light Foundation (YPI),Indonesia,  
Yayasan Pusat Pertolongan,Malaysia,  
Yayasan Semata,Indonesia,  
Yaysan Mendaki,Singapore,  
Yazd Center of Addiction Studies (YACAS),Iran (Islamic Republic of),  
YCC Juventas,Montenegro,  
Yeniden Health and Education Society,Turkey,  
Yokohama Women's Association for Communication and Networking (YWACN),Japan (use new code JPN),  
Young Blood Bank and Turk-e-Munshiat,Pakistan,  
Young Businessmen Association for Community Development,Egypt,  
Young Crusaders,,  
Young Generation Enlightenment Programme (YOGEP),Kenya,  
Young Power in Social Action (YPSA),Bangladesh,  
Young Women’s Christian Association of Zambia (YWCA - Zambia),Zambia,  
Youth Action for Social Advancement (YASA),Bangladesh,  
Youth against Alcoholism and Drug Dependency Trust (YADD),Zimbabwe,  
Youth Against Crime (YAC),Nigeria,  
Youth Against Drugs (JAD),Lebanon,  
Youth against Drugs,Tajikistan,  
Youth Against Immorality,Kenya,  
Youth Aid Uganda,Uganda,  
Youth and Community Alive Initiative (YACAI),Nigeria,  
Youth and Community Rehabilitation (YCR),Tanzania (United Republic of),  
Youth and Society,Latvia,  
Youth Association for Culture and Development,Morocco,  
Youth Association for Development (YAD),Pakistan,  
Youth Association for Habitat,Turkey,  
Youth Association for Population and Development (YAPD),Egypt,yapdalex@yahoo.com
Youth Association for Prevention of Blindness and Disease,Ghana,  
Youth Awareness Environmental Forum (YAEF),Nepal,  
"Youth Centre ""Izgrev""",Bulgaria,  
Youth Council for Anti Narcotics (YOCFAN),Pakistan,  
Youth Crime Watch of Nigeria (YCWN),Nigeria,oycwn@yahoo.com
Youth Crime Watch of the Gambia (YCWG),Gambia,  
Youth Crime Watch Sierra Leone (YCWSL),Sierra Leone,  
Youth Crime Watch Uganda (YCWU),Uganda,  
Youth Development & Enlightenment Initiative (YDEI),Nigeria,  
Youth Development Foundation (YDF),Zambia,  
Youth Educational Network (YEN),Kenya,  
Youth Enhancement Organization,Nigeria,  
Youth Entrepreneurial Service Foundation (YES),The form. Yug.  Rep. of Macedonia,  
Youth Focus Initiative (YFI),Nigeria,  
Youth for a Child in Christ (YOCIC),Zimbabwe,  
Youth for a Healthy Lifestyle (Semipalatinsk branch),Kazakhstan,  
Youth for Drug Enforcement,Lebanon,  
Youth for Habitat International Network (Secretariat),Turkey,  
Youth for the Right to Live (TDV),Republic of Moldova,  
Youth for Transparency International (YTI - Nigeria),Nigeria,  
Youth Front Against Drugs and Alcohol Abuse (YFADAA),Gambia,  
Youth Guardians Incorporated (U-GUARDS),Nigeria,  
Youth Health and Development Initiative,Nigeria,  
Youth Health and Education in the 21st century,Kyrgyzstan,  
"Youth Health Center ""Neovita"" (NEOVITA)",Republic of Moldova,  
Youth In Focus Foundation (YIFF),Kenya,  
Youth Mission,India,  
Youth Net and Counselling (YONECO),Malawi,  
Youth of Jazas,,  
Youth of New Century (YONC),Tajikistan,  
Youth Office of Zvezdara,Serbia,  
Youth Organization of Integration Union of Comoros (AJI),,  
Youth Power Nepal (YPN),Nepal,  
Youth Public Organization - Shoto (UYOT),Tajikistan,  
Youth Reestablishing Values,Nigeria,  
Youth RISE: Resources Information Support Education for Reducing Drug-Related Harm (Youth RISE),United Kingdom,  
Youth Society for the Prevention of Infectious Diseases and Social Vices (YOSPIS),Nigeria,  
Youth Vision,Nepal,  
Youth Volunteer for Action on Development (YFA),Lao Peop. Dem. Rep.,  
Youth Volunteers Against Risky Behaviours (YOVARIBE),Tanzania (United Republic of),  
Youth Welfare Association - India (YWA),India,  
Youth Welfare Club (YWC),India,  
Youthaid Projects Incorporated,Nigeria,  
Yugoslav Youth Association Against AIDS – Youth of JAZAS,Serbia,  
Zacro,Zimbabwe,  
Zakwathu Performing Arts Theatre (ZAPATH),Zambia,  
Zambia Alcohol And Drug Programme (ZADP),Zambia,  
Zambia Nurses' Association,Zambia,  
Zanzibar Association of Information Against Drug and Alcohol (ZAIADA),Tanzania (United Republic of),  
Zanzibar Current Generation Forum (ZCGF),Tanzania (United Republic of),  
Zanzibar Youth Forum (ZYF),Tanzania (United Republic of),  
"Zanzibar Youth, Educational, Environmental Development Support Association (ZAYEDESA)",Tanzania (United Republic of),  
Zero-Corruption Coalition (ZCC),Nigeria,  
Zimbabwe Civil Liberties and Drug Network,Zimbabwe,  
Zimbabwe Freedom from Hunger Campaign (ZFFHC),Zimbabwe,  
Zonta International (ZONTA),United States of America,  
